247033; Sureau_congele; congelo; fruit de sureau
247038; Tisane_de_feuilles_de_Verges_dOr; tablette; feuilles de verges d'or séchées
247039; Tisane_de_feuilles_dOrtie; tablette; feuilles d'ortie séchées
247040; Cassoulet_au_Canard; frigo; haricots, confit de canard, saucisse maison de canard, (viande de magret de canard, gras de canard, ail poivre), bouillon de canard, pâte de tomate, oignon, carotte, sel, poivre.
247049; Tarte_aux_fraises_congelee; congelo; fraises, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
247052; Tarte_aux_framboises_et_aux_pommes_congelee; congelo; framboises, pommes, sirop d'érable, sucre, amidon. croute: farine de blé enrichie, graisse végérale,eau, vinaigre, sel, oeufs et lait.
247053; Tarte_aux_quatre_fuits_congelee; congelo; framboises, fraises, pommes, bleuets, sirop d'érable, sucre, eau, amidon. croute: farine de blé enrichie, graisse végétale, eau, vinaigre, sel, oeuf et lait. 
247063; Muffins_aux_framboises_et_creme_sure; congelo; farine blé moulin la pierre, framboises, crème sûre, sucre bio, oeufs, huile canola, aromates
247065; Muffins_orange_et_dattes; congelo; farine blé moulin la pierre, oranges, dattes, sucre bio, huile canola, oeuf
247076; Barre_de_chocolat_bio_alto_el_sol_Perou; tablette; pâte de cacao,sucre, beurre de cacao,lécithine de soja,vanille naturelle.
247080; Cannelloni_aux_legumes_grilles_frais; frigo; semoule de blé dur, carotte,oignon, aubergine, courgette, céleri, oeufs, chapelure de pain
247082; Ensemble_decouverte_2_portions; frigo; se référer aux ingrédients selon les items
247087; Lasagne_aux_epinards_et_ricotta; frigo; semoule de blé dur, oeuf, tomate, ricotta, épinards, oignon, carotte, céleri,
247096; TERRINE_POMMES_ET_CANNEBERGES; congelo; lapin, eau, oignon, épices, sel, ail, sucre, pommes, canneberges, erythorbate, nitrite
247097; DINDE_ENTIERE; congelo; dinde entière 
247098; TOURNEDOS_DE_DINDE_BARDES_DE_BACON; congelo; poitrine de dinde, bacon
247100; Bleuets_congeles; congelo; bleuets
247109; Filet_mignon_de_veau; congelo; veau
247115; Lait_2_litres_contenant_plastique; frigo; lait de chèvre pasteurisé 
248026; Escalope_de_foie_gras_sous_vide; congelo; foie gras
248033; Terrine_de_foie_gras_canneberges; congelo; foie gras, canneberges, vin blanc, sel, poivre
248047; Tisane_de_feuilles_de_Framboisier_sauvage; tablette; feuilles de framboisier sauvage séchées
248052; Gesiers_confits; frigo; gésiers, gras de canard, sel
248056; Cuisse_confite; frigo; cuisse de canard, gras de canard, ail, sel
